推广创意,ID,推广计划,推广单元,计划类型,状态,创意图片,商品SKU,落地页地址,到期时间,创意尺寸,展现数,点击数,点击率(%),总费用,千次展现成本,平均点击成本,直接订单行,直接订单金额,间接订单行,间接订单金额,总订单行,总订单金额,直接购物车数,间接购物车数,总购物车数,转化率(%),ROI,CPA,资源位,
10027479841470-智能手表,3440872568,三星手表watch2,三星手表2,商品,有效,jfs/t1/168190/14/10764/109467/60473908Ec521c07e/4b9ee5a27bf93682.jpg,10027479841470,https://item.jd.com/10027479841470.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10027479841470-智能手表,3440872568,三星手表watch2,三星手表2,商品,有效,jfs/t1/168190/14/10764/109467/60473908Ec521c07e/4b9ee5a27bf93682.jpg,10027479841470,https://item.jd.com/10027479841470.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10027479841471-智能手表,3440872567,三星手表watch2,三星手表2,商品,有效,jfs/t1/168190/14/10764/109467/60473908Ec521c07e/4b9ee5a27bf93682.jpg,10027479841471,https://item.jd.com/10027479841471.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10027479841471-智能手表,3440872567,三星手表watch2,三星手表2,商品,有效,jfs/t1/168190/14/10764/109467/60473908Ec521c07e/4b9ee5a27bf93682.jpg,10027479841471,https://item.jd.com/10027479841471.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10027479841471-智能手表,3440872567,三星手表watch2,三星手表2,商品,有效,jfs/t1/168190/14/10764/109467/60473908Ec521c07e/4b9ee5a27bf93682.jpg,10027479841471,https://item.jd.com/10027479841471.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10027479841471-智能手表,3440872567,三星手表watch2,三星手表2,商品,有效,jfs/t1/168190/14/10764/109467/60473908Ec521c07e/4b9ee5a27bf93682.jpg,10027479841471,https://item.jd.com/10027479841471.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10027479841468-智能手表,3440872566,三星手表watch2,三星手表2,商品,有效,jfs/t1/166939/17/3560/108806/60473908E8e1a0eb4/4dddbf5384781ff6.jpg,10027479841468,https://item.jd.com/10027479841468.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10027479841468-智能手表,3440872566,三星手表watch2,三星手表2,商品,有效,jfs/t1/166939/17/3560/108806/60473908E8e1a0eb4/4dddbf5384781ff6.jpg,10027479841468,https://item.jd.com/10027479841468.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10027479841468-智能手表,3440872566,三星手表watch2,三星手表2,商品,有效,jfs/t1/166939/17/3560/108806/60473908E8e1a0eb4/4dddbf5384781ff6.jpg,10027479841468,https://item.jd.com/10027479841468.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10027479841468-智能手表,3440872566,三星手表watch2,三星手表2,商品,有效,jfs/t1/166939/17/3560/108806/60473908E8e1a0eb4/4dddbf5384781ff6.jpg,10027479841468,https://item.jd.com/10027479841468.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10027479841469-智能手表,3440872565,三星手表watch2,三星手表2,商品,有效,jfs/t1/166939/17/3560/108806/60473908E8e1a0eb4/4dddbf5384781ff6.jpg,10027479841469,https://item.jd.com/10027479841469.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10027479841469-智能手表,3440872565,三星手表watch2,三星手表2,商品,有效,jfs/t1/166939/17/3560/108806/60473908E8e1a0eb4/4dddbf5384781ff6.jpg,10027479841469,https://item.jd.com/10027479841469.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10027479841469-智能手表,3440872565,三星手表watch2,三星手表2,商品,有效,jfs/t1/166939/17/3560/108806/60473908E8e1a0eb4/4dddbf5384781ff6.jpg,10027479841469,https://item.jd.com/10027479841469.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10027479841469-智能手表,3440872565,三星手表watch2,三星手表2,商品,有效,jfs/t1/166939/17/3560/108806/60473908E8e1a0eb4/4dddbf5384781ff6.jpg,10027479841469,https://item.jd.com/10027479841469.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10027479841466-智能手表,3440872564,三星手表watch2,三星手表2,商品,有效,jfs/t1/168054/13/11302/111863/60473908E768598b7/d0b8925efc77dcd4.jpg,10027479841466,https://item.jd.com/10027479841466.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10027479841466-智能手表,3440872564,三星手表watch2,三星手表2,商品,有效,jfs/t1/168054/13/11302/111863/60473908E768598b7/d0b8925efc77dcd4.jpg,10027479841466,https://item.jd.com/10027479841466.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10027479841466-智能手表,3440872564,三星手表watch2,三星手表2,商品,有效,jfs/t1/168054/13/11302/111863/60473908E768598b7/d0b8925efc77dcd4.jpg,10027479841466,https://item.jd.com/10027479841466.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10027479841466-智能手表,3440872564,三星手表watch2,三星手表2,商品,有效,jfs/t1/168054/13/11302/111863/60473908E768598b7/d0b8925efc77dcd4.jpg,10027479841466,https://item.jd.com/10027479841466.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10027479841467-智能手表,3440872563,三星手表watch2,三星手表2,商品,有效,jfs/t1/168054/13/11302/111863/60473908E768598b7/d0b8925efc77dcd4.jpg,10027479841467,https://item.jd.com/10027479841467.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10027479841467-智能手表,3440872563,三星手表watch2,三星手表2,商品,有效,jfs/t1/168054/13/11302/111863/60473908E768598b7/d0b8925efc77dcd4.jpg,10027479841467,https://item.jd.com/10027479841467.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10027479841467-智能手表,3440872563,三星手表watch2,三星手表2,商品,有效,jfs/t1/168054/13/11302/111863/60473908E768598b7/d0b8925efc77dcd4.jpg,10027479841467,https://item.jd.com/10027479841467.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10027479841467-智能手表,3440872563,三星手表watch2,三星手表2,商品,有效,jfs/t1/168054/13/11302/111863/60473908E768598b7/d0b8925efc77dcd4.jpg,10027479841467,https://item.jd.com/10027479841467.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10027479841476-智能手表,3440872562,三星手表watch2,三星手表2,商品,审核不通过,jfs/t1/161777/20/11161/121895/60473909E315424d0/3c7ad2c079025378.jpg,10027479841476,https://item.jd.com/10027479841476.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10027479841476-智能手表,3440872562,三星手表watch2,三星手表2,商品,审核不通过,jfs/t1/161777/20/11161/121895/60473909E315424d0/3c7ad2c079025378.jpg,10027479841476,https://item.jd.com/10027479841476.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10027479841476-智能手表,3440872562,三星手表watch2,三星手表2,商品,审核不通过,jfs/t1/161777/20/11161/121895/60473909E315424d0/3c7ad2c079025378.jpg,10027479841476,https://item.jd.com/10027479841476.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10027479841476-智能手表,3440872562,三星手表watch2,三星手表2,商品,审核不通过,jfs/t1/161777/20/11161/121895/60473909E315424d0/3c7ad2c079025378.jpg,10027479841476,https://item.jd.com/10027479841476.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10027479841477-智能手表,3440872561,三星手表watch2,三星手表2,商品,审核不通过,jfs/t1/161777/20/11161/121895/60473909E315424d0/3c7ad2c079025378.jpg,10027479841477,https://item.jd.com/10027479841477.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10027479841477-智能手表,3440872561,三星手表watch2,三星手表2,商品,审核不通过,jfs/t1/161777/20/11161/121895/60473909E315424d0/3c7ad2c079025378.jpg,10027479841477,https://item.jd.com/10027479841477.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10027479841477-智能手表,3440872561,三星手表watch2,三星手表2,商品,审核不通过,jfs/t1/161777/20/11161/121895/60473909E315424d0/3c7ad2c079025378.jpg,10027479841477,https://item.jd.com/10027479841477.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10027479841477-智能手表,3440872561,三星手表watch2,三星手表2,商品,审核不通过,jfs/t1/161777/20/11161/121895/60473909E315424d0/3c7ad2c079025378.jpg,10027479841477,https://item.jd.com/10027479841477.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10027479841474-智能手表,3440872560,三星手表watch2,三星手表2,商品,审核不通过,jfs/t1/158388/21/11638/118655/60473909E3300d383/3133023ba05c4cb2.jpg,10027479841474,https://item.jd.com/10027479841474.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10027479841474-智能手表,3440872560,三星手表watch2,三星手表2,商品,审核不通过,jfs/t1/158388/21/11638/118655/60473909E3300d383/3133023ba05c4cb2.jpg,10027479841474,https://item.jd.com/10027479841474.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10027479841474-智能手表,3440872560,三星手表watch2,三星手表2,商品,审核不通过,jfs/t1/158388/21/11638/118655/60473909E3300d383/3133023ba05c4cb2.jpg,10027479841474,https://item.jd.com/10027479841474.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10027479841474-智能手表,3440872560,三星手表watch2,三星手表2,商品,审核不通过,jfs/t1/158388/21/11638/118655/60473909E3300d383/3133023ba05c4cb2.jpg,10027479841474,https://item.jd.com/10027479841474.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10027479841475-智能手表,3440872559,三星手表watch2,三星手表2,商品,审核不通过,jfs/t1/158388/21/11638/118655/60473909E3300d383/3133023ba05c4cb2.jpg,10027479841475,https://item.jd.com/10027479841475.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10027479841475-智能手表,3440872559,三星手表watch2,三星手表2,商品,审核不通过,jfs/t1/158388/21/11638/118655/60473909E3300d383/3133023ba05c4cb2.jpg,10027479841475,https://item.jd.com/10027479841475.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10027479841475-智能手表,3440872559,三星手表watch2,三星手表2,商品,审核不通过,jfs/t1/158388/21/11638/118655/60473909E3300d383/3133023ba05c4cb2.jpg,10027479841475,https://item.jd.com/10027479841475.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10027479841475-智能手表,3440872559,三星手表watch2,三星手表2,商品,审核不通过,jfs/t1/158388/21/11638/118655/60473909E3300d383/3133023ba05c4cb2.jpg,10027479841475,https://item.jd.com/10027479841475.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10027479841472-智能手表,3440872558,三星手表watch2,三星手表2,商品,审核不通过,jfs/t1/158388/21/11638/118655/60473909E3300d383/3133023ba05c4cb2.jpg,10027479841472,https://item.jd.com/10027479841472.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10027479841472-智能手表,3440872558,三星手表watch2,三星手表2,商品,审核不通过,jfs/t1/158388/21/11638/118655/60473909E3300d383/3133023ba05c4cb2.jpg,10027479841472,https://item.jd.com/10027479841472.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10027479841472-智能手表,3440872558,三星手表watch2,三星手表2,商品,审核不通过,jfs/t1/158388/21/11638/118655/60473909E3300d383/3133023ba05c4cb2.jpg,10027479841472,https://item.jd.com/10027479841472.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10027479841472-智能手表,3440872558,三星手表watch2,三星手表2,商品,审核不通过,jfs/t1/158388/21/11638/118655/60473909E3300d383/3133023ba05c4cb2.jpg,10027479841472,https://item.jd.com/10027479841472.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10027479841473-智能手表,3440872557,三星手表watch2,三星手表2,商品,审核不通过,jfs/t1/158388/21/11638/118655/60473909E3300d383/3133023ba05c4cb2.jpg,10027479841473,https://item.jd.com/10027479841473.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10027479841473-智能手表,3440872557,三星手表watch2,三星手表2,商品,审核不通过,jfs/t1/158388/21/11638/118655/60473909E3300d383/3133023ba05c4cb2.jpg,10027479841473,https://item.jd.com/10027479841473.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10027479841473-智能手表,3440872557,三星手表watch2,三星手表2,商品,审核不通过,jfs/t1/158388/21/11638/118655/60473909E3300d383/3133023ba05c4cb2.jpg,10027479841473,https://item.jd.com/10027479841473.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10027479841473-智能手表,3440872557,三星手表watch2,三星手表2,商品,审核不通过,jfs/t1/158388/21/11638/118655/60473909E3300d383/3133023ba05c4cb2.jpg,10027479841473,https://item.jd.com/10027479841473.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10027569565741-智能手表,3440872555,三星手表watch2,三星手表2,商品,有效,jfs/t1/168190/14/10764/109467/60473908Ec521c07e/4b9ee5a27bf93682.jpg,10027569565741,https://item.jd.com/10027569565741.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10027569565741-智能手表,3440872555,三星手表watch2,三星手表2,商品,有效,jfs/t1/168190/14/10764/109467/60473908Ec521c07e/4b9ee5a27bf93682.jpg,10027569565741,https://item.jd.com/10027569565741.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10027569565741-智能手表,3440872555,三星手表watch2,三星手表2,商品,有效,jfs/t1/168190/14/10764/109467/60473908Ec521c07e/4b9ee5a27bf93682.jpg,10027569565741,https://item.jd.com/10027569565741.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10027569565741-智能手表,3440872555,三星手表watch2,三星手表2,商品,有效,jfs/t1/168190/14/10764/109467/60473908Ec521c07e/4b9ee5a27bf93682.jpg,10027569565741,https://item.jd.com/10027569565741.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10027569565740-智能手表,3440872554,三星手表watch2,三星手表2,商品,有效,jfs/t1/168054/13/11302/111863/60473908E768598b7/d0b8925efc77dcd4.jpg,10027569565740,https://item.jd.com/10027569565740.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10027569565740-智能手表,3440872554,三星手表watch2,三星手表2,商品,有效,jfs/t1/168054/13/11302/111863/60473908E768598b7/d0b8925efc77dcd4.jpg,10027569565740,https://item.jd.com/10027569565740.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10027569565740-智能手表,3440872554,三星手表watch2,三星手表2,商品,有效,jfs/t1/168054/13/11302/111863/60473908E768598b7/d0b8925efc77dcd4.jpg,10027569565740,https://item.jd.com/10027569565740.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10027569565740-智能手表,3440872554,三星手表watch2,三星手表2,商品,有效,jfs/t1/168054/13/11302/111863/60473908E768598b7/d0b8925efc77dcd4.jpg,10027569565740,https://item.jd.com/10027569565740.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10027569565743-智能手表,3440872553,三星手表watch2,三星手表2,商品,有效,jfs/t1/155909/33/15042/112023/6049a35bE83b74404/ae6aae3f4c67d244.jpg,10027569565743,https://item.jd.com/10027569565743.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10027569565743-智能手表,3440872553,三星手表watch2,三星手表2,商品,有效,jfs/t1/155909/33/15042/112023/6049a35bE83b74404/ae6aae3f4c67d244.jpg,10027569565743,https://item.jd.com/10027569565743.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10027569565743-智能手表,3440872553,三星手表watch2,三星手表2,商品,有效,jfs/t1/155909/33/15042/112023/6049a35bE83b74404/ae6aae3f4c67d244.jpg,10027569565743,https://item.jd.com/10027569565743.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10027569565743-智能手表,3440872553,三星手表watch2,三星手表2,商品,有效,jfs/t1/155909/33/15042/112023/6049a35bE83b74404/ae6aae3f4c67d244.jpg,10027569565743,https://item.jd.com/10027569565743.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10027569565742-智能手表,3440872552,三星手表watch2,三星手表2,商品,有效,jfs/t1/166939/17/3560/108806/60473908E8e1a0eb4/4dddbf5384781ff6.jpg,10027569565742,https://item.jd.com/10027569565742.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10027569565742-智能手表,3440872552,三星手表watch2,三星手表2,商品,有效,jfs/t1/166939/17/3560/108806/60473908E8e1a0eb4/4dddbf5384781ff6.jpg,10027569565742,https://item.jd.com/10027569565742.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10027569565742-智能手表,3440872552,三星手表watch2,三星手表2,商品,有效,jfs/t1/166939/17/3560/108806/60473908E8e1a0eb4/4dddbf5384781ff6.jpg,10027569565742,https://item.jd.com/10027569565742.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10027569565742-智能手表,3440872552,三星手表watch2,三星手表2,商品,有效,jfs/t1/166939/17/3560/108806/60473908E8e1a0eb4/4dddbf5384781ff6.jpg,10027569565742,https://item.jd.com/10027569565742.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10027569565745-智能手表,3440872551,三星手表watch2,三星手表2,商品,有效,jfs/t1/144041/5/14500/109644/6049a3ebEd8db8676/6ee475ab2326dd7a.jpg,10027569565745,https://item.jd.com/10027569565745.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10027569565745-智能手表,3440872551,三星手表watch2,三星手表2,商品,有效,jfs/t1/144041/5/14500/109644/6049a3ebEd8db8676/6ee475ab2326dd7a.jpg,10027569565745,https://item.jd.com/10027569565745.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10027569565745-智能手表,3440872551,三星手表watch2,三星手表2,商品,有效,jfs/t1/144041/5/14500/109644/6049a3ebEd8db8676/6ee475ab2326dd7a.jpg,10027569565745,https://item.jd.com/10027569565745.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10027569565745-智能手表,3440872551,三星手表watch2,三星手表2,商品,有效,jfs/t1/144041/5/14500/109644/6049a3ebEd8db8676/6ee475ab2326dd7a.jpg,10027569565745,https://item.jd.com/10027569565745.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10027569565744-智能手表,3440872550,三星手表watch2,三星手表2,商品,有效,jfs/t1/167642/10/12177/108975/6049a3baEb3b92bdf/7d52556f9003496c.jpg,10027569565744,https://item.jd.com/10027569565744.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10027569565744-智能手表,3440872550,三星手表watch2,三星手表2,商品,有效,jfs/t1/167642/10/12177/108975/6049a3baEb3b92bdf/7d52556f9003496c.jpg,10027569565744,https://item.jd.com/10027569565744.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10027569565744-智能手表,3440872550,三星手表watch2,三星手表2,商品,有效,jfs/t1/167642/10/12177/108975/6049a3baEb3b92bdf/7d52556f9003496c.jpg,10027569565744,https://item.jd.com/10027569565744.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10027569565744-智能手表,3440872550,三星手表watch2,三星手表2,商品,有效,jfs/t1/167642/10/12177/108975/6049a3baEb3b92bdf/7d52556f9003496c.jpg,10027569565744,https://item.jd.com/10027569565744.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
10027569565747-智能手表,3440872548,三星手表watch2,三星手表2,商品,有效,jfs/t1/166653/40/11853/120155/6049a45dEc28b738e/b3bbe05ea03e17d9.jpg,10027569565747,https://item.jd.com/10027569565747.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,汇总,
10027569565747-智能手表,3440872548,三星手表watch2,三星手表2,商品,有效,jfs/t1/166653/40/11853/120155/6049a45dEc28b738e/b3bbe05ea03e17d9.jpg,10027569565747,https://item.jd.com/10027569565747.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,推荐,
10027569565747-智能手表,3440872548,三星手表watch2,三星手表2,商品,有效,jfs/t1/166653/40/11853/120155/6049a45dEc28b738e/b3bbe05ea03e17d9.jpg,10027569565747,https://item.jd.com/10027569565747.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,搜索,
10027569565747-智能手表,3440872548,三星手表watch2,三星手表2,商品,有效,jfs/t1/166653/40/11853/120155/6049a45dEc28b738e/b3bbe05ea03e17d9.jpg,10027569565747,https://item.jd.com/10027569565747.html,不限,350×350,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0.00,商品,
